Name,Degrees,Department,Department2,Rank,AdministrativePosition
"Lee,Linda Li-Wen ",MD at Western ,Family Medicine - General ,,Adjunct/MD ,
"Lee,Raymond ",DipPE MSc FRCDC at TORONTO ; DDS at Western ; BMath at WATERLOO ,Dental Clinics ,,Adjunct Clinical Professor ,
"Lee,Robert ",MD at TORONTO ,Family Medicine - General ,,Adjunct/MD ,
"Lee,Ting-Yim ",BSc at HONG KONG ; MSc Ph.D. at LONDON ,Department of Medical Imaging/Medical Biophysics/Oncolog ,,yProfessor ,
"Lee,Wonkyong(Beth) ",BA Chung-ang Univ Republic of Korea; Ph.D. U of Waterloo ,Bachelor of Mgmt & Org Studies ,,Assistant Professor ,
"Leenders,Michiel ","BA Alberta, Ph.D. USA ",Business - Associate Dean ,,Professor Emeritus ,
"Lefcoe,Daniel Hugh ",FRCPCan MBChB BAO at RCP IRELAND ,Psychiatry ,,Associate Professor/MD ,
"Lefcoe,Michael S ",FRCPCan BSc MDCM at MCGILL ,Diagnost Radiol & Nuclear Med ,,Professor Emeritus ,
"Lefcoe,Neville M. ","BSc., MCG., MD CM McG., FRCPCan ",Department of Medicine ,,Professor Emeritus ,
"Leger,Daniel ",BSc Queen's; MD Western ,Family Medicine - General ,,Adjunct/MD ,
"Legros,Alexandre ",MSc Ph.D. at MONTPELLIER ,Kinesiology-Office of Director ,,Assistant Professor ,
"Legros,Alexandre ",MSc Ph.D. at MONTPELLIER ,Medical Biophysics/Department of Medical imaging ,,Assistant Professor ,
"Lehman,Michael N ",Ph.D. at MICHIGAN ; BA at WESLEYAN ,Anatomy & Cell Biology ,,Adjunct Research Professor ,
"Lehmann,Wolfgang ",MA OISE; MBA New York; Ph.D. Alberta; ,Sociology ,,Associate Professor ,
"Leighton,Chris C ",FRCP MD MD at TORONTO ,Oncology/Schulich - Education Office/Schulich - Windsor Cam ,,Adjunct/MD ,Course Coordinator 
"Leipert,Beverly D ","BA, BScN, RegN Saskatchewan; MScN UBC; Ph.D. Alberta; ",Nursing ,,Associate Professor ,
"Leitch,Kellie ",Professional Univ of Torontooronto; Bachelors Canada ,Business - Associate Dean ,,Associate Professor/MD ,Dean 
"Leith,J.Clark ","BA Toronto; MA, Ph.D. Wisconsin; ",Economics ,,Professor Emeritus ,
"Leizerovici,Gail ","BA, Univ of Guelph; MS, Univ of Guelph ",Bachelor of Mgmt & Org Studies ,,Lecturer ,
"Lemarquand,David Gordon ",Ph.D. at MCGILL ; BA at WATERLOO ,Psychiatry ,,Adjunct Clinical Professor ,
"Lemarquand,David Gordon ",Ph.D. at MCGILL ; BA at WATERLOO ,Psychology ,,Adjunct Clinical Professor ,
"Lemire,Nicole ","BSc Windsor; MSc, Ph.D. Alberta; ",Mathematics ,,Associate Professor ,
"Lemon,Peter W R ","BA, BPE McMaster; MS Windsor; Ph.D. Wisconsin; ",Kinesiology - General ,,Professor ,
"Lemos,Tracy ",#N/A ,Womens' Studies ,,Assistant Professor ,
"Lennard,William N ","BA Ontario, Ph.D. USA ",Physics and Astronomy ,,Professor ,
"Lennon,Madeline ","BA New Rochelle; MA, Ph.D. Toronto; THE UNIVERSITY OF WESTERN ONTARIO EXCELLENCE IN TEACHING AWARD (1990) ; ",Visual Arts ,,Professor Emerita ,
"Lennon,Thomas M ",BA Manhattan; Ph.D. Ohio State; ,Philosophy ,,Professor Emeritus ,
"Lent,Barbara Pauline ",FCFPC MA MD at Western ; BA at YORK ,Family Medicine ,,Professor/MD ,
"Lenz,Alfred C. ","BSc, MSc Alberta; Ph.D. Princeton; ",Earth Sciences ,,Professor Emeritus ,
"Leonard,John K ","BA, Ph.D. Cantab; MA McMaster; ",English ,,Professor ,
"Leonard,Liana Michelle ","BSN, Western ",Nursing ,,Lecturer ,
"Leong-Sit,Peter ",BSc /MD UBC ,Department of Medicine ,,Assistant Professor/MD ,
"Leong,Hon ","BS., Univ of Alberta; Ph.D., UBC ",Oncology ,,Adjunct Professor ,
"Lepage,Patricia ","BA, Laurentian Univ; MD mcMaster Univ ",Psychiatry - Ext Camp Program ,,Adjunct/MD ,
"Leschied,Alan D W ","BA, MEd, Ph.D. ; ",Education - Office of the Dean ,,Professor ,
"Leslie,Kenneth A ",FRCSCan MD at Western ,Surgery ,,Associate Professor/MD ,Division Chair 
"Lester,Benjamin R ",BA Cornell; Ph.D. Pennsylvania ,Economics ,,Adjunct Research Professor ,
"Leung,Andrew Edward ",FRCP at Queen's ; MD at Western ,Clinical Neurological Science/Department of Medical Imaging ,,Associate Professor/MD ,
"Leung,Fred Y ","BSc, MSc, Ph.D. British Columbia; FCACB ",Clinical Biochemistry ,,Professor Emeritus ,
"Leung,Joe B ",BSc MD at UBC ,Obstetrics & Gynaecology/Schulich - Education Office ,,Adjunct/MD ,
"Leung,Lai-Wo ",BS at CAL STATE-FULL ; Ph.D. at UCAL-BERK ,Physiology and Pharmacology ,,Professor ,
"Leung,Wai Ming ",MD at TORONTO ,Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,
"Levesque,Lenerdene Audrey ","BSPT., Queen's Univ; MSc., Western ",Physical Therapy ,,Lecturer ,
"Levin,Morris F ",FRCPCan MBBCh at WITWATERSRAN ,Department of Medical Imaging ,,Adjunct/MD ,
"Levin,Simon D ",FRCPCan MBChB at BIRMINGHAM ,Clinical Neurological Science/Paediatrics ,,Associate Professor ,
"Levine,Charles G ","BA, MA McMaster; Ph.D. Alberta; ",Sociology ,,Associate Professor ,Undergraduate Chair 
"Levine,Gregory J ",BA Manitoba; Ph.D. Ontario ,Geography ,,Assistant Professor ,
"Levine,Meredith ",BA Queen's; MA Carleton; ,Info & Media Studies - General ,,Lecturer ,
"Levstik,Mark A ",MD at IRELAND-Duplic ; BSc at Western ,Department of Medicine ,,Associate Professor/MD ,
"Levy,Donald M ",HBSc MD CCFP CCFP(EM) at DALHOUSIE ,Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,
"Lewell,Michael Peter ",FRCP BSc at NEW BRUNSWIC ; MD at Western ,Department of Medicine ,,Associate Professor/MD ,
"Lewis,Craig Edward ",BSc at GUELPH ; MSc at Western ,Medical Biophysics/Oncology ,,Adjunct Professor ,
"Lewis,James Franklin ",FRCPCan MD at Western ,Department of Medicine/Physiology and Pharmacology ,,Professor/MD ,
"Lewis,John D ",BS at Western ; Ph.D. at VICTORIA ,Medical Biophysics/Oncology/Surgery ,,Assistant Professor ,
"Lewis,Laura Elizabeth ",Ph.D. USA ,Family Medicine - General ,,Lecturer ,
"Lewis,Leslie A. ",BSc DDS at Western ,Dentistry ,,Adjunct Clinical Professor ,
"Lewis,Sheldon D ",BS McGill Univ; MD U of Ottawa ,Department of Medicine/Schulich - Education Office/Schulich ,,Adjunct/MD ,Course Coordinator 
"Ley,John P ",DDS at ALBERTA ; BSc at Western ,Dental Clinics ,,Adjunct Clinical Professor ,
"Leyshon,Glynn ",BA ; MS Illinois; Ph.D. Oregon; ,Health Sciences- Dean's Office ,,Professor Emeritus ,
"Li,Mok-Dock D ",MB National Taiwan; FRCPCan ,Paediatrics ,,Professor Emeritus ,
"Li,Rong-Yu ",BS Peking Univ China; Ph.D. U of Alberta ,Earth Sciences ,,Adjunct Research Professor ,
"Li,Shun-Cheng ",BSc at PEKING ; MSc at SHANGHAI ; Ph.D. at TORONTO ,Oncology/Biochemistry ,,Associate Professor ,
"Li,Shuo ",MEng at ANHUI ; BEng at CHINESE ACAD ; Ph.D. at CONCORDIA ,Department of Medical Imaging/Medical Biophysics ,,Adjunct Research Professor ,
"Li,Zhichuan ","BS, Shanghai Univ, CHN; Ph.D. Arizona State Univ, USA ",Business - Associate Dean ,,Assistant Professor ,
"Liambou,Ghislain ","MA, McMaster Univ ",French Studies ,,Lecturer ,
"Liang,Hsien C ",MD at TORONTO ,Family Medicine - General/Schulich - Education Office/Schulic ,,Adjunct/MD ,Course Coordinator 
"Libman,Rick ",BA York; LLM Osgoode; OF THE LAW SOCIETY OF UPPER CANADA ; ,Law - Office of the Dean ,,Lecturer ,
"Lick,David ","BA Michigan St Univ; JD, Univ of Michigan USA ",Law - Office of the Dean ,,Professor ,
"Licskai,Christopher J. ",FRCP BSc at MCMASTER ; MD at TORONTO ,Department of Medicine ,,Associate Professor/MD ,
"Liebman,Shael M. ",BPhEd MD at TORONTO ,Surgery/Schulich - Education Office ,,Adjunct/MD ,
"Liem,Joel J ",MD at OTTAWA ; BSc at WINDSOR ,Paediatrics/Schulich - Education Office ,,Adjunct/MD ,
"Liem,Nathania R ",MSc MD at OTTAWA ; BSc at WINDSOR ,Physical Medicine and Rehab/Schulich - Education Office ,,Adjunct/MD ,
"Lim,Rodrick ",MD at Queen's ,Paediatrics ,,Associate Professor/MD ,
"Lin,Charles Gordon ","Professional, ON ",Dental Clinics ,,Adjunct Clinical Professor ,
"Lindo,Zoe ",BS U of Calgary; Ph.D. U of Victoria ,Department of Biology ,,Assistant Professor ,
"Lindsay,Christopher Sean ","BS, MD Western ",Surgery ,,Adjunct/MD ,
"Lindsay,Peter Alfred ",MD at TORONTO ; FRCPCan at Western ,Anesthesia-Perioperative Med ,,Adjunct/MD ,
"Lindsay,Robert M ",FRCP at EDINBURGH ; MBChB MD FRCP at GLASGOW ,Department of Medicine ,,Professor/MD ,
"Ling,Charles X ","BSc Jiao-Tong; MSc, Ph.D. Pennsylvania; ",Computer Science ,,Professor ,Department Chair 
"Ling,Francis ",BS Ottawa; MD Univ of Torontooronto ,Otolaryngology/Schulich - Education Office ,,Adjunct/MD ,
"Ling,Hong ",Ph.D. at ALBERTA ; BS MS at GEOSCIENCES ,Biochemistry ,,Associate Professor ,
"Ling,Paul Hwa-Sinn ",DDS at Western ,Dental Clinics ,,Adjunct Clinical Professor ,
"Lingard,Lorelei Anne ",BA Western; Ph.D. Simon Fraser BC ,Education - Office of the Dean ,,Professor ,
"Lingard,Lorelei Anne ",BA Western; Ph.D. Simon Fraser BC ,Family Medicine - General/Department of Medicine ,,Professor ,
"Links,Paul ","BMS and MD, Univ of Alberta ",Psychiatry/Psychiatry - Ext Camp Program/Schulich - Office of ,,Professor/MD ,Department Chair/Program Director 
"Linn,Thomas G ",Ph.D. at HARVARD ; BSc at MINNESOTA ,Microbiology & Immunology ,,Associate Professor ,
"Linnen,Robert ","BSc Queen's; MSc, Ph.D. McGill ",Earth Sciences ,,Associate Professor ,
"Linton,Leslie ","BMUS, BED, MMUS Western ",Education - Preservice Office ,,Lecturer ,
"Liolli,Americo ",BSc at MCMASTER ; MD at TORONTO ,Anesthesia-Perioperative Med/Schulich - Education Office ,,Adjunct/MD ,
"Lipson,Robert H ","BSc, MSc, Ph.D. Toronto; ",Chemistry ,,Adjunct Research Professor/Professor Emeritus ,
"Litchfield,David W ",BSc at MCMASTER ; Ph.D. at Western ,Biochemistry/Oncology ,,Professor ,
"Litchfield,Robert B ",FRCPCan MD at Western ,Surgery ,,Associate Professor/MD ,
"Litman,Larry C ",MA at GUELPH ; BA Ph.D. at YORK ,Psychiatry ,,Adjunct Assistant Professor ,
"Little,Blair ","BA British Columbia, Professional USA ",Business - Associate Dean ,,Professor Emeritus ,
"Little,Gwenlynn ",Professional Designation ON ,Music - Performance Studies ,,Lecturer ,
"Littlewood,Antony R ",BA Leeds; BLITT Oxon; ,Classical Studies ,,Professor Emeritus ,
"Liu,Mark X ","BEng Northeastern Univ China, MEng/Ph.D. Univ of Tokyo Japan ",Civil & Environmental ,,Adjunct Research Professor ,
"Liu,Selina ",MSC Western ,Department of Medicine ,,Adjunct/MD ,
"Liu,Xiaoming ","BSc Nanchang Inst China, Ph.D. Univ of Toronto ",Statistics & Actuarial Science ,,Associate Professor ,
"Liu,Zheng ",BA Manitoba; Ph.D. Ontario ,Bachelor of Mgmt & Org Studies ,,Assistant Professor ,
"Livshits,Igor D ","BS, MS Belarusian State Polytechnic Academy; MS Illinois Urbana-Champaign; Ph.D. Minnesota; ",Economics ,,Associate Professor ,Graduate Chair 
"Liwanpo,Paul T ",MBChB St Andrews ,Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,
"Lloyd,David A ",MBBCh Witwatersrand; FRCPCan ,Department of Medicine ,,Professor Emeritus ,
"Lo,Kwan-Yee Y. ",Ph.D. Univ of London England ,Civil & Environmental ,,Adjunct Research Professor/Professor Emeritus ,
"Lo,Theodore Ching Yang ",BSc at MANITOBA ; Ph.D. at TORONTO ,Biochemistry ,,Professor Emeritus ,
"Lobb,Trevor R ",FRCPCan MD at Western ,Anesthesia-Perioperative Med ,,Associate Professor/MD ,
"Lochner,Lance John ","BA Wisconsin-Madison; MA, Ph.D. Chicago; ",Economics ,,Professor ,
"Lock,Michael ",HBSc MD at MCMASTER ; CCFP FRCPCan at TORONTO ,Medical Biophysics/Oncology ,,Associate Professor ,
"Locke,Marjorie Elizabeth Osborn ",BS Western ,Computer Science ,,Lecturer ,
"Locke,Michael ","MA, Ph.D., Sc.D., Cambridge ",Department of Biology ,,Professor Emeritus ,
"Locke,Wendi Allison ","BA, Western ",Law - Office of the Dean ,,Professor ,
"Loebach,Paul M ",BSc MD Western ,Family Medicine - General/Schulich - Education Office ,,Adjunct/MD ,
"Loft,Maureen Anne ",BScN Western ,Nursing ,,Adjunct Assistant Professor ,
"Lofts,Stephen G ","BA Univ of Toronto, Ph.D. U Catholique De Lou ",Modern Languages & Literatures ,,Adjunct Associate Professor ,
"Logan,Diane ",MD FRCPCan at OTTAWA ,Oncology ,,Associate Professor/MD ,
"Loh,Eldon ",BS Univ of Torontooronto; MD Western ,Physical Medicine and Rehab ,,Assistant Professor/MD ,
"Lohman,Eric ",BScN Western ,Info & Media Studies - General ,,Lecturer ,
"Lohrenz,John G. ",MD Montreal; FRCPCan ,Psychiatry ,,Professor Emeritus ,
"Lomber,Stephen ","BS U of Rochester, Ph.D. Boston Univ ",National Centre for Audiology ,,Associate Professor ,
"Lomber,Stephen ","BS U of Rochester, Ph.D. Boston Univ ",Physiology and Pharmacology ,,Professor ,
"Lomber,Stephen ","BS U of Rochester, Ph.D. Boston Univ ",Psychology ,,Professor ,
"London,Norrel A ",BA Manitoba; MA McGill; MEd Queen's; Ph.D. Wisconsin (Madison) ,Education - Office of the Dean ,,Professor Emeritus ,
"Long,Douglas G ","BA, MA Toronto; Ph.D. London; ",Political Science ,,Associate Professor ,
"Longstaffe,Fred J ",BSc Windsor; Ph.D. McMaster; FRSC; PGeol; U.W.O. Distinguished Professor; ,Anthropology ,,Professor ,
"Longstaffe,Fred J ",BSc Windsor; Ph.D. McMaster; FRSC; PGeol; U.W.O. Distinguished Professor; ,Civil & Environmental ,,Professor ,
"Longstaffe,Fred J ",BSc Windsor; Ph.D. McMaster; FRSC; PGeol; U.W.O. Distinguished Professor; ,Earth Sciences ,,Professor ,
"Longtin,Mario ",BA; MA McGill; MSc Ph.D. Universite_ d'Edinburg; ,French Studies ,,Associate Professor ,
"Loo,Janet Karen ","BSc Toronto; BMUS, MMUS; ",Music - Education ,,Lecturer ,
"Loo,Wei Jing ",MRCP(UK) at LONDON ; MBBS at SYDNEY ,Department of Medicine ,,Adjunct/MD ,
"Lopata,Joel Alan ","BFA, York Univ; MED, Western ",Education - Preservice Office ,,Grad Student Teaching Assignmt ,
"Lopes,Laudelino M ",Bsc U of Washington USA; Ph.D. U Federal Rio de Jan BRAZIL ,Obstetrics & Gynaecology ,,Associate Professor/MD ,Division Head 
"Lopez Diaz,Carlos Alfonso ","DDS, Western ",Dental Clinics ,,Adjunct Clinical Professor ,
"Lopez Gross,Jacqueline ","BDS., Universidad Gran Mariscal, VEN; DMD, Universidad Central De Ve, VEN ",Dentistry ,,Adjunct Clinical Professor ,
"Loree,David W ",BS Bradley; MBA Dallas; Ph.D. Univ of Torontoexas at Dallas; ,Business - Associate Dean ,,Assistant Professor ,
"Lorimer,John W. ","BA, MA, Ph.D. Toronto; ",Chemistry ,,Professor Emeritus ,
"Loubani,Mohammed M. ",BS Dalhouse Univ NV; MD Western ,Department of Medicine ,,Assistant Professor/MD ,
"Loubani,Tarek ","BS Dalhousie, MD Western ",Department of Medicine ,,Assistant Professor/MD ,
"Loudermilk,Margaret ","BA, Boston Univ, USA; Ph.D., Michigan State Univ, USA ",Economics ,,Assistant Professor ,
"Loupos,Dean Nicholas ","HBA, MED Western ",Education - Preservice Office ,,Lecturer ,
"Louzada,Martha ",BA Fed Univ-rio de Janeiro Brazil; MD Fundacao Souza Marques Univ Brazil ,Department of Medicine ,,Assistant Professor/MD ,
"Loveday,Benjamin Douglas ","BSc Western, MD Western ",Psychiatry ,,Assistant Professor/MD ,
"Loveland,Michelle M. ","BEd, HBA, CA; ",Bachelor of Mgmt & Org Studies ,,Lecturer ,
"Lovesey,Natalie ","BS Dalhousie, MD Nova Scotia ",Family Medicine - General/Schulich - Office Gbl Health ,,Adjunct/MD ,
"Lovett,Erin Patricia ",BS U of Alberta; MD Western ,Obstetrics & Gynaecology ,,Assistant Professor/MD ,
"Lowcock,Janet Elizabeth ","HBA, MED Western ",Physical Therapy ,,Lecturer ,
"Lowe,Robert P ",Ph.D. Ontario ,Physics and Astronomy ,,Adjunct Research Professor/Professor Emeritus ,
"Lownie,Stephen Patrick ",FRCSCan BSc MD at DALHOUSIE ,Department of Medical Imaging/Otolaryngology/Clinical Neu ,,Professor/MD ,
"Lowrey,Parker Eastin ","BS, Tulane, USA; Ph.D., Univ of Texas at Austin, USA ",Mathematics ,,Assistant Professor ,
"Lowrie,Dean A ",BA Mantioba; MPE Alberta; ,Kinesiology - General ,,Lecturer ,
"Lowry,Karen Elizabeth ",BSc (CD) Western ,Communicative Sci & Disorders ,,Adjunct Clinical Professor ,
"Lozanski,Kristin ",Ph.D. U of Alberta ,Womens' Studies ,,Assistant Professor ,
"Lozon,Alan M ",MD at OTTAWA ; BSc at Western ,Surgery/Schulich - Education Office ,,Adjunct/MD ,
"Lu,Wei-Yang ",Ph.D. at MEMORIAL ; MD MSc at SHANDONG ,Physiology and Pharmacology/Molecular Brain Research Gro ,,uAssociate Professor ,
"Lubansky,Joanne Evelyn ",BS (Nursing) Western; RN Flushing Hospital USA ,Nursing ,,Lecturer ,
"Lubell,Richard ",FRCP FRCPCan BA MD at Western ,Paediatrics ,,Associate Professor/MD ,
"Lubynski,Rosemary ",MD at CAPE TOWN ,Pathology ,,Adjunct/MD ,
"Luckman,Brian ","BA, MA Manchester; Ph.D. McMaster; ",Geography ,,Professor Emeritus ,
"Lucy,Deborah S ","BSc(PT), MCLSC, Ph.D. ; ",Physical Therapy ,,Associate Professor ,School Director 
"Luginaah,Isaac ",BSc; MSc; MES; Ph.D. McMaster; ,Geography ,,Associate Professor ,
"Lui,Edmund M ",BSc MSc Ph.D. at DALHOUSIE ,Physiology and Pharmacology ,,Associate Professor ,
"Luke,Patrick P W ",MD at TORONTO ; FRCSCan at Western ,Surgery ,,Professor/MD ,
"Luke,Trevor M ","BSc Queen's; MSc, Ph.D. McGill; ",Applied Mathematics ,,Professor Emeritus ,
"Lukis,Angela ",BSW MSW at WINDSOR ,Psychiatry - Ext Camp Program ,,Lecturer ,
"Lum,P Andrea ",FRCP MD at OTTAWA ; BSc at Queen's ,Department of Medical Imaging ,,Associate Professor/MD ,Clinical Department Chair 
"Lunau,Dennis Ray ",BA Western ,Education - Preservice Office ,,Lecturer ,
"Lundberg,Kim Torkelsson ",BMUS Saskatchewan; MMUS ; ,Music - Office of the Dean ,,Lecturer ,
"Lundgren,Bruce R ","BA Manitoba; MA, Ph.D. ; ",English ,,Professor Emeritus ,
"Luo,Yigang ",MD at WEST CHINA ,Schulich - Education Office ,,Adjunct/MD ,
"Lupker,Stephen J ","BS, MS, Ph.D. Wisconsin; ",Psychology ,,Professor ,
"Lupovitch,Howard ","BA U of Michigan, Ph.D. Columbia Univ USA ",History ,,Associate Professor ,
"Luryi,Yuri ",DIPLOMA AND DEGREE IN LAW Moscow; JURIST USSR; ,Law - Office of the Dean ,,Professor Emeritus ,
"Lutfiyya,Hanan ",BSc Yarmouk; MSc Iowa; Ph.D. Missouri-Rolla; ,Computer Science ,,Professor ,
"Luton,Kim ","BA, MA Western; ",Sociology ,,Lecturer ,
"Luyt,Leonard G ","BA, Ph.D. Ontario ",Chemistry ,,Assistant Professor ,
"Luyt,Leonard G ","BA, Ph.D. Ontario ",Department of Medical Imaging/Oncology ,,Assistant Professor ,
"Lynch,Tim ",FRCP MD at MEMORIAL ; BSc at NEW BRUNSWIC ,Paediatrics ,,Associate Professor/MD ,
"Lynk,S. Michael ","BA, LLB Dalhousie; LLM Queen's; OF THE LAW SOCIETY OF UPPER CANADA AND THE NOVA SCOTIA BARRISTERS' SOCIETY ; ",Law - Office of the Dean ,,Associate Professor ,
"Lyons,Christopher ",MA Univ of New Brunswick ,Education - Preservice Office ,,Grad Student Teaching Assignmt ,
"Lyons,Laura Myerling Isabel ",CCFP MD at MCMASTER ,Family Medicine ,,Assistant Professor/MD ,Centre Director 
"Lyons,Lisa M ","BA, MA Western ",Sociology ,,Lecturer ,
"Lyttle,Brian Douglas ",FRCPCan BA MD at Western ,Paediatrics ,,Assistant Professor/MD ,
m ,,,,,
"Ma,Bin ","BA, Ph.D. Peking; ",Computer Science ,,Adjunct Research Professor ,
"Ma,Shengwu ","BSc, MSc Nankai (China); Ph.D. Carleton ",Department of Biology ,,Adjunct Research Professor ,
"Ma,Shengwu ","BSc, MSc Nankai (China); Ph.D. Carleton ",Department of Medicine ,,Adjunct Research Professor ,
"Macaluso,Steven ","BS, MD, Western ",Physical Medicine and Rehab ,,Assistant Professor/MD ,
"MacDermid,Joy C ","BA Ontario, Ph.D. NS ",Surgery ,,Assistant Professor ,
"Macdonald,Alison Heather ",BS Wilfrid Laurier; MD McMaster univ ,Obstetrics & Gynaecology/Schulich - Education Office ,,Adjunct/MD ,
"MacDonald,Christine Anne ",BSc Western; MD Univ of Toronto ,Department of Medicine ,,Assistant Professor/MD ,
"Macdonald,David R ",FRCPCan MD at Western ; BA at WATERLOO ,Oncology ,,Associate Professor/MD ,
"MacDonald,Don ",BA Western ,Business - Associate Dean ,,Lecturer ,
"MacDonald,Ian C ","Ph.D. at Univ of London, UK ; BSc at Western ",Medical Biophysics ,,Professor Emeritus ,
"MacDonald,John F ",BS Ph.D. at UBC ,Anatomy & Cell Biology/Clinical Neurological Science/Physiol ,,oProfessor ,
"MacDonald,Leigh M ",BA Western; MA Toronto; ,Economics ,,Lecturer ,
"MacDonald,Michael G ","BA U of Windsor, Ph.D. U of Calgary ",Education - Preservice Office/Education - Graduate Education ,,Assistant Professor ,
"MacDonald,Michael G ","BA U of Windsor, Ph.D. U of Calgary ",Psychology ,,Assistant Professor ,
"MacDonald,Pat Anne ","MBA, Ph.D. Western ",Business - Associate Dean ,,Assistant Professor ,
"MacDonald,Penny ",BS Univ of Toronto; MD McMaster Univ ,Clinical Neurological Science ,,Assistant Professor/MD ,
"Macdonald,Rebecca Amy ","Bachelors, Other Canada ",Earth Sciences ,,Lecturer ,
"MacDonald,Steven J ",FRCSCan MD at TORONTO ; BSc at Western ,Surgery ,,Professor/MD ,
"MacDonald,Tim L ",BS MD at Western ,Family Medicine - General ,,Adjunct/MD ,
"MacDougall Shackleton,Elizabeth ",Ph.D. Princeton Univ ,Department of Biology ,,Associate Professor ,
"MacDougall-Shackleton,Scott ","BSc, MSc Queen's; MA, Ph.D. John Hopkins; ",Psychology ,,Professor ,
"MacDougall,John ","BSc, MSc, Ph.D. ",Electrical & Computer ,,Adjunct Research Professor/Professor Emeritus ,
"MacDougall,Keith ","BS, Univ of Calgary; MD, Univ of Alberta ",Clinical Neurological Science ,,Assistant Professor/MD ,
"MacDougall,Robert ","BA Queen's; MA, Ph.D. Harvard; ",History ,,Associate Professor ,Graduate Chair 
"MacEachern,Alan ","BA P.E.I.; MA, Ph.D. Queen's; ",History ,,Associate Professor ,
